Subcorpus	Filename	Year data collection	Placement test score (raw)	Placement test score (%)	Proficiency	Sex	Age	School/University/Institution	Major	Year at university/school	L1	Father's native language	Mother's native language	Languages spoken at home	Age of exposure to English	Years studying English	Stay abroad in English speaking country (>= 1 month)	Stay abroad (where)	Stay abroad (when)	Stay abroad (months)	Language certificates (type and level)	Proficiency (self-assessment) speaking	Proficiency (self-assessment) listening	Proficiency (self-assessment) reading	Proficiency (self-assessment) writing	Proficiency (self-assessment)	Additional foreign language(s)	Proficiency (self-assessment) in additional language speaking	Proficiency (self-assessment) in additional language listening	Proficiency (self-assessment) in additional language reading	Proficiency (self-assessment) in additional language writing	Medium	Task number	Task title	Writing/audio details	Minutes taken to complete the task	Where the task was done	Resources used	Text	Original text
Learners	ES_WR_C1_19_12_3_ACP	2019	48 / 60	80	C1 (lower advanced)	Female	19	Universidad de Granada	Educación Primaria (bilingüe)	Primer curso	Spanish	Spanish	Spanish	Spanish	7	12	No	""	""	0	B2	B2 (upper intermediate)	C1 (lower advanced)	C1 (lower advanced)	B2 (upper intermediate)	4.5 / 6	""	""	""	""	""	Written	3	3. Film	written_online	30	Outside classroom	Bilingual dictionary (Spanish/English)	A couple days ago I wathced a Tim Burton's film, Big Fish. As strange as its title, Big Fish is about Edward Bloom adventures along his life. This comes because Edward was at the end of his life and he and his son didn't talk to each other for the last 3 years, since Will, his son, hated that his father was always talking about a legendary fish that lived in the river near their town and nobody was able to catch it but him the day Will was born. His father always took the protagonism so Will was full of this and their relationship cooled down. Along the film, Edward talks about his life and everything is like a fantasy world, since when a story ends, Will always says that he invented almost the entire story. Edward says he met a witch, a man who was 3 meters tall, he worked in a circus, etc. He also tells the story of how he met Will's mother, the love of his life. By the end of the film, Will realices that he loves his father and that the legendary fish is somehow is father, since even if it was impossible to catch (he was a wild soul all his life) when he was born the fish was catched by him (having a kid made him settle down and realice how much he loved his son). It's a bizarre film, worth of watching if you don't have anything better to do, nice to see in a moment of boredom.	
Learners	ES_WR_C1_19_12_3_CCS	2019	48 / 60	80	C1 (lower advanced)	Female	19	Universidad de Granada	Filología Hispánica	Segundo	Spanish	Spanish	Spanish	Spanish	4	12	No	""	""	0	B2	C1 (lower advanced)	C2 (upper advanced)	C1 (lower advanced)	C1 (lower advanced)	5.25 / 6	German	B1 (lower intermediate)	B2 (upper intermediate)	B2 (upper intermediate)	B1 (lower intermediate)	Written	3	3. Film	written_online	10	Inside classroom	""	"The last film I watched was a Spanish production called ""Todos lo saben"". It is about a family half Argentinian half Spanish that has to go through a tough time when the older daughter disappears during a family celebration. The main character, also, has some struggle dealing with a non solved sentimental situation with a friend of her past, who turns out to be the biological father of the missing girl. When he is told about this, he inmediately gets more and more involved and even gives all he has in order to save the girl."	
Learners	ES_WR_C1_21_13_3_EMCA	2019	48 / 60	80	C1 (lower advanced)	Female	21	Universidad de Granada	Estudios Ingleses	4º	Spanish	Spanish	Spanish	Spanish	8	13	Yes	United Kingdom	2018-2019	9	First Certificate	C1 (lower advanced)	C1 (lower advanced)	C1 (lower advanced)	C1 (lower advanced)	5 / 6	French	B1 (lower intermediate)	B1 (lower intermediate)	B1 (lower intermediate)	B1 (lower intermediate)	Written	3	3. Film	written_online	15	Both inside and outside classroom	""	The last film I have watched is called 'To all the boys I've loved before'. It is a Netflix film which is basically about a girl (Lara Jean) who has been writing secret love letters addressing boys from her high school. Her sister discovers the letters and sends them to the boys without telling Lara. When they read the letters, they seem to be very surprised and start to care about her. Moreover, she starts a fake relationship with one of the boys, just to show that she is not in love with the rest of them. In conclusion, I would say that although it is a predictable teen film, I found it very original and it also made me think about how young people express their emotions through writing.	
Learners	ES_WR_C1_21_15_3_AST	2019	48 / 60	80	C1 (lower advanced)	Male	21	Universidad de Granada	Estudios Ingleses	Cuarto	Spanish	Spanish	Spanish	Spanish	6	15	No	""	""	0	First Certificate (B2)	B2 (upper intermediate)	C1 (lower advanced)	C1 (lower advanced)	C1 (lower advanced)	4.75 / 6	Italian	A1 (lower beginner)	A2 (upper beginner)	A2 (upper beginner)	A1 (lower beginner)	Written	3	3. Film	written_online	5	Inside classroom	""	The film is about an scottish policeman who has given up in almost every aspect of life except in his job. Due to several traumas such as the death of his brother and his divorce with his ex-wife, his mental state is in a very fragile shape which leads his pursue of greatness to fail miserably. Finally, it is revealed that the case he was covering was closely related to himself and, for that matter, he loses his job and commits suicide.	
Learners	ES_WR_C1_25_20_3_FMGF	2019	48 / 60	80	C1 (lower advanced)	Male	25	""	""	""	Spanish	Spanish	Spanish	Spanish	5	20	No	""	""	0	C1	C1 (lower advanced)	C2 (upper advanced)	C2 (upper advanced)	C1 (lower advanced)	5.5 / 6	""	""	""	""	""	Written	3	3. Film	written_online	10	Outside classroom	""	"A movie that I have seen recently is ""La meglio gioventú"". It is an italian movie that displays the life of two brothers, Nicola and Matteo Carati. Nicola is a happy soul, always eager to open himself to others and aid them in what they need, he is a psychiatric doctor, Matteo is an introvert, at the start of the movie he intends to start a career studying literature, but meeting a young woman with mental problems will change the destiny of this two brothers. Matteo abruptly decides to change careers and join the military forces. The story cotinues, decade after decade showcasing the different paths that this two brothers, with their very different personalities, have to endure. It is a really charming movie that dwelves deeply into the psyche of their characters."	
Learners	ES_WR_C1_26_18_3_MVG	2019	48 / 60	80	C1 (lower advanced)	Female	26	Universidad de Granada	Traducción e Interpretación	""	Spanish	Spanish	Spanish	Spanish	8	18	Yes	England	2011	1	""	C1 (lower advanced)	C1 (lower advanced)	C1 (lower advanced)	C1 (lower advanced)	5 / 6	German	C1 (lower advanced)	C1 (lower advanced)	C1 (lower advanced)	C1 (lower advanced)	Written	3	3. Film	written_online	30	Outside classroom	Bilingual dictionary (Spanish/English), Monolingual dictionary	The Thirteen Roses (Las Trece Rosas) is a historical drama  about the fight, imprisonment and later execution of thirteen republican women during the first year of the Spanish post-war period. After having won the Spanish Civil War (1936-1939) Francisco Franco established a dictatorship, in which the first years were tremendously violent for those who didn't share his ideologies. Nevertheless none of these facts could discourage the thirteen roses, who fought for their beliefs until the very end of their lives. <br/>  <br/> Despite their young  age - most of them were under-age, these women fought and worked secretly for the reinstatement of the Spanish Republic and against the dictatorship regime recently set up. They were therefore arrested and jailed and it is during the wait for their trial that they all meet. Meanwhile a macabre process of interrogation in which human rights are clearly attacked takes place. Moreover the vulnerability of life during these periods is clarified; one of the prosecuted is a fascist side defender but faces the same destiny after being caught hiding at her home a friend of hers, a sympathizer of the Republic. <br/>  <br/> The movie is a representation of one of the darkest chapters in Spanish history. It is a moving story that brings the onlooker to tears, feeling anger, impotence and hence making it impossible not to  put themselves in the protagonists' shoes. In my opinion, a marvellous film.	
Learners	ES_WR_C1_28_16_3_MRJ	2019	48 / 60	80	C1 (lower advanced)	Male	28	Universidad de Sevilla	Grado en Estudios Ingleses	""	Spanish	Spanish	Spanish	Spanish	12	16	No	""	""	0	No.	B2 (upper intermediate)	C1 (lower advanced)	C2 (upper advanced)	C1 (lower advanced)	5 / 6	French	A2 (upper beginner)	B2 (upper intermediate)	B2 (upper intermediate)	B1 (lower intermediate)	Written	3	3. Film	written_online	10	Outside classroom	""	Interestellar is an interesting movie about time travel and space adventures. It is not an easy task to explain it's argument, but the main concept being developed it's how humanity tries to save itself in a post-apocalyptic environment. In order to do so, they need to send a pilot to a black hole, hoping that he can jump on time and fix the situation that led to such a complicated scenario. The pilot chosen to do that task is a marine veteran now converted into a farmer, who lives with her father and his two daughters. At first, he is reluctant to go, but he finally accepts when he realizes that if the situation doesn't change they will starve anyway. While he is in space, time flows differently on earth, and he has to see how his children grow up without him and go through complicated times, which makes him go into a state of mind in which he can hardly differentiate reality from fiction. In the end, he manages to reunite with his daughter, who is now an old woman in the verge of death, while he is only a few years older than when he departed earth.	
Learners	ES_WR_C1_29_9_3_JAHD	2019	48 / 60	80	C1 (lower advanced)	Male	29	Universidad de Granada	Ingeniería Topográfica	""	Spanish	Spanish	Spanish	Spanish	9	9	Yes	USA	2018	12	TOEFL iBT 106/120	B2 (upper intermediate)	C1 (lower advanced)	C1 (lower advanced)	B2 (upper intermediate)	4.5 / 6	""	""	""	""	""	Written	3	3. Film	written_online	10	Outside classroom	Spellchecker	Classic 80-90's futuristic movie where the protagonist knows a scientist who desings a time machine. By accident the protagonist goes back to the time where his parents where highschoolers and haven't met. Her mother falls in love with the main character instead of the father. Therefore in order to preserve his existence and the time-space continuum the protagonist has to help his parents fall in love again.	
Learners	ES_WR_C1_30_10_3_AGH	2019	48 / 60	80	C1 (lower advanced)	Male	30	UPCT	Grado en Ingeniería Mecánica	""	Spanish	Spanish	Spanish	Spanish	6	10	No	""	""	0	First Certificate (B2)	B2 (upper intermediate)	B2 (upper intermediate)	C1 (lower advanced)	C1 (lower advanced)	4.5 / 6	""	""	""	""	""	Written	3	3. Film	written_online	15	Outside classroom	Spellchecker	The Dark Tower: It shows the story of a young boy who's having very vivid dreams every night, about a post-apocalyptic world ruled by an evil sorcerer. Everyone thinks the boy is borderline insane, until he manages to travel to that world from a portal in an abandoned house. He meets some powerful allies on his way to defeat the villain and restore peace to the universe, but the sorcerer discovers about the boy, who's the chosen one, and tries to capture him with every tool at his disposal, even torturing and killing the boy's parents. Broken by sorrow, the boy relies on his most trustful ally, the last gunslinger, a fabled old group of heroes fighting evil since immemorial times, to guide him through the path leading to the sorcerer, seeking for revenge.	
Learners	ES_SP_C1_33_25_3_MDMCM	2019	48 / 60	80	C1 (lower advanced)	Female	33	Universidad de Granada	Educacion Primaria y Estudios Ingleses	Primero	Spanish	Spanish	Spanish	Spanish	8	25	Yes	United Kingdom, USA	Since 2010	114	Advance C1	C2 (upper advanced)	C2 (upper advanced)	C1 (lower advanced)	C1 (lower advanced)	5.5 / 6	""	""	""	""	""	Spoken	3	3. Film	spoken_offline_lab	5	Outside classroom	""	so the last uh video that I watched uh it was actually what I described in the text uh uh coronation street uh hhh episode that they played for us at one of our lessons in uh here at the university in inglés ins= instrumental uno hhh and uh basically it was the story of a few relatives I think it was a sister and a brother hhh and that they were uh not happy with each other and it seems that they would have like some all arguments and the brother had been to jail it it was pretty dramatic actually hhh and there was something to do with the brother being in a hhh new job and uh the sister not trusting him and his skills and how honest he could be at this new job and how that could hhh affect her hhh in terms of like her social relationships and uh any other / uh / business that she would have to do hhh there as well there were some like romantic relationships that uh / issues uh displayed in the episode hhh uh but they didn't have to do with this two main characters they uh were applied to to other characters that I could see hhh in the episode hhh it all happening kind of hhh / urban area probably in north England uh and it had a quite a specific accent that I could maybe uh think it was maybe from Manchester hhh or uh Liverpool / and uh I found it entertaining hhh uh it was funny for me 'cos I had uh seen that sort of uh tv series and episodes like that hhh uh before hhh on tv so it made me feel quite uh melancholic about it uh but uh it's something I wouldn't choose to to watch myself hhh 'cos I don't think the quality of it is hhh very good hhh but anyway that's what I watched and uh it was just hhh uh something I decided to share when this this test	
